12	9031	396540	ADSL	45382981	NP_990860.1
12	7955	334431	adsl	440918720	NP_956193.2
12	7227	42051	CG3590	24647570	NP_650586.2
12	7165	1273584	AgaP_AGAP002378	118782913	XP_312577.3
12	4932	851073	ADE13	6323391	NP_013463.1
12	28985	2897031	KLLA0B13189g	50304339	XP_452119.1
12	33169	4619033	AGOS_ABL006C	302306536	NP_982941.2
12	4896	2539985	ade8	19113527	NP_596735.1
12	318829	2676630	MGG_03645	389637211	XP_003716244.1
12	5141	3879147	NCU06187	164425269	XP_962999.2
12	8364	448055	adsl	53749728	NP_001005457.1
13	9606	175	AGA	285002251	NP_000018.2
13	9598	461616	AGA	114596999	XP_517545.2
13	9544	699740	AGA	297293737	XP_001090811.2
13	9615	475638	AGA	545526644	XP_005630078.1
13	9913	511345	AGA	115496506	NP_001068979.1
13	10090	11593	Aga	54292135	NP_001005847.1
13	10116	290923	Aga	72255513	NP_001026811.1
13	9031	422558	AGA	57530110	NP_001006445.1
13	7955	566517	aga	160333330	NP_001103751.1
13	7227	35989	CG1827	221330102	NP_610504.3
13	7227	37211	CG10474	24655553	NP_611404.1
13	7165	1280393	AgaP_AGAP012301	158300275	XP_320240.4
13	6239	180550	R04B3.2	17569239	NP_508448.1
13	318829	2676919	MGG_03346	389637946	XP_003716606.1
13	3702	836275	AT5G61540	42568695	NP_200962.2
13	4530	4336581	Os04g0549300	115459764	NP_001053482.1
13	8364	100485379	aga	512816247	XP_002934303.2
14	9606	183	AGT	4557287	NP_000020.1
14	9598	450104	AGT	57113941	NP_001009032.1
14	9544	714203	AGT	297281858	XP_001107374.2
14	9615	403783	AGT	545494757	XP_005618890.1
14	10090	11606	Agt	113461998	NP_031454.3
14	10116	24179	Agt	19705570	NP_602308.1
14	9031	421543	AGT	513175882	XP_004935548.1
14	7955	322485	agt	37620189	NP_932329.1
14	8364	100127178	agt	512842795	XP_002931552.2
16	9606	210	ALAD	189083849	NP_000022.3
16	9598	464675	ALAD	332832671	XP_001152445.2
16	9544	705193	ALAD	109110512	XP_001101576.1
16	9615	474808	ALAD	73971984	XP_855370.1
16	9913	510679	ALAD	62460482	NP_001014895.1
16	10090	17025	Alad	34328485	NP_032551.3
16	10116	25374	Alad	6978483	NP_037031.1
16	9031	417273	HDHD3	513211940	XP_004945820.1
16	7955	550338	alad	62955259	NP_001017645.1
16	7227	39402	Pbgs	21358291	NP_648564.1
16	7165	1271017	AgaP_AGAP010935	158287863	XP_309759.4
16	4932	852842	HEM2	6321398	NP_011475.1
16	28985	2896036	KLLA0F09273g	50310959	XP_455502.1
16	33169	4622979	AGOS_AGR015C	45201110	NP_986680.1
16	4896	2542373	hem2	19114829	NP_593917.1
16	318829	2682268	MGG_10655	389624867	XP_003710087.1
16	5141	3877832	NCU01013	85103941	XP_961625.1
16	3702	843310	HEMB1	145327197	NP_001077800.1
16	4530	4341997	Os06g0704600	115469822	NP_001058510.1
16	8364	779632	alad	118403974	NP_001072186.1
17	9606	212	ALAS2	83977442	NP_000023.2
17	9598	473626	ALAS2	114688796	XP_528998.2
17	9544	704727	ALAS2	297303957	XP_002806298.1
17	9615	491498	ALAS2	359324187	XP_548619.4
17	9913	511791	ALAS2	78042554	NP_001030275.1
17	10090	11656	Alas2	33859502	NP_033783.1
17	10116	25748	Alas2	6978485	NP_037329.1
17	7955	64607	alas2	18858263	NP_571757.1
17	7227	37815	Alas	17137420	NP_477281.1
17	7165	1273856	AgaP_AGAP003184	347969423	XP_312882.5
17	4932	851818	HEM1	6320438	NP_010518.1
17	28985	2892616	KLLA0C15059g	50305829	XP_452875.1
17	33169	4618923	AGOS_ABL104C	45185126	NP_982843.1
17	4896	2542028	hem1	19115300	NP_594388.1
17	318829	2684601	MGG_06446	389638976	XP_003717121.1
17	5141	3879149	NCU06189	164425265	XP_963001.2
17	8364	448773	alas2	55741904	NP_001006926.1
20	9606	270	AMPD1	289547500	NP_000027.2
20	9598	457144	AMPD1	332809931	XP_513671.3
20	9544	708801	AMPD1	297279632	XP_001111578.2
20	9615	606901	AMPD1	545528442	XP_848536.2
20	9913	512748	AMPD1	154152079	NP_001093819.1
20	10090	229665	Ampd1	114431240	NP_001028475.2
20	10116	25028	Ampd1	20302047	NP_620231.1
20	9031	772125	AMPD1	363743097	XP_003642776.1
20	7955	393867	ampd1	41053780	NP_957187.1
20	8364	100488507	ampd1	512812530	XP_002935821.2
26	9606	350	APOH	153266841	NP_000033.2
26	9598	468459	APOH	57114101	NP_001009118.1
26	9615	403945	APOH	54792721	NP_001003265.1
26	9913	281006	APOH	27806741	NP_776417.1
26	10090	11818	Apoh	160358825	NP_038503.4
26	10116	287774	Apoh	57528174	NP_001009626.1
26	9031	417431	APOH	487439524	NP_001264923.1
27	9606	355	FAS	4507583	NP_000034.1
27	9598	738331	FAS	332834924	XP_001139138.2
27	9544	574332	FAS	74136423	NP_001028105.1
27	9615	486469	FAS	545545013	XP_005636707.1
27	9913	282488	FAS	27807189	NP_777087.1
27	10090	14102	Fas	226443049	NP_032013.2
27	10116	246097	Fas	59624977	NP_631933.2
27	9031	395274	FAS	313747473	NP_001186416.1
27	7955	768248	fas	528506223	XP_690447.4
27	8364	100124750	fas	156717314	NP_001096199.1
28	9606	367	AR	21322252	NP_000035.2
28	9544	574293	AR	74136373	NP_001028083.1
28	9615	403588	AR	50978706	NP_001003053.1
28	9913	280675	AR	346421335	NP_001231056.1
28	10090	11835	Ar	7304901	NP_038504.1
28	10116	24208	Ar	6978535	NP_036634.1
28	9031	422165	AR	91680856	NP_001035179.1
28	8364	100489816	ar	512858945	XP_002941888.2
29	9606	383	ARG1	346986435	NP_001231367.1
29	9598	462999	ARG1	332824964	XP_003311537.1
29	9544	710410	ARG1	297291743	XP_001103609.2
29	9615	474823	ARG1	359320984	XP_003639475.1
29	9913	513608	ARG1	114051576	NP_001039619.1
29	10090	11846	Arg1	7106255	NP_031508.1
29	10116	29221	Arg1	166091458	NP_058830.2
29	7955	100148378	LOC100148378	189525798	XP_001922598.1
29	7955	570368	arg1	113680454	NP_001038662.1
29	4932	855993	CAR1	6325146	NP_015214.1
29	28985	2895828	KLLA0F00704g	50310183	XP_455111.1
29	33169	4623193	AGOS_AGR225C	45201321	NP_986891.1
29	4896	2541313	car1	19111925	NP_595133.1
29	4896	2543377	aru1	19114461	NP_593549.1
29	318829	2676370	MGG_10854	389631174	XP_003713240.1
29	5141	3875906	NCU02333	164427034	XP_959759.2
29	8364	448358	arg1	55741928	NP_001006714.1
32	9606	435	ASL	31541964	NP_000039.2
32	9598	463444	ASL	332865421	XP_519125.3
32	9615	479704	LOC479704	73957609	XP_536832.2
32	9913	512771	ASL	77735803	NP_001029600.1
32	10090	109900	Asl	19526986	NP_598529.1
32	10116	59085	Asl	31377525	NP_067588.2
32	9031	417545	ASL2	270288808	NP_001025885.1
32	9031	396498	ASL1	45382827	NP_990832.1
32	7955	393423	asl	41055235	NP_956745.1
32	7227	3771738	CG9510	78706858	NP_001027234.1
32	7165	1277818	AgaP_AGAP008141	158297014	XP_317320.4
32	4932	856411	ARG4	6321806	NP_011882.1
32	28985	2896396	KLLA0A08404g	50302867	XP_451371.1
32	33169	4621040	AGOS_AEL019W	45190588	NP_984842.1
32	4896	2539950	SPBC1539.03c	19113609	NP_596817.1
32	4896	2539980	arg7	19111921	NP_595129.1
32	318829	12986587	MGG_17278	389640012	XP_003717639.1
32	5141	3875810	NCU08162	85093247	XP_959654.1
32	3702	830959	AT5G10920	15238899	NP_196653.1
32	4530	4332596	Os03g0305500	115452565	NP_001049883.1
32	8364	100127798	asl	163915231	NP_001106586.1
33	9606	443	ASPA	189339202	NP_001121557.1
33	9598	454430	ASPA	114665679	XP_001158167.1
33	9544	706170	ASPA	109112743	XP_001089160.1
33	9615	611064	ASPA	345805066	XP_868535.2
33	9913	509432	ASPA	114051255	NP_001039498.1
33	10090	11484	Aspa	31560279	NP_075602.2
33	10116	79251	Aspa	13242314	NP_077375.1
33	9031	417609	ASPA	513216250	XP_415853.3
33	7955	557232	aspa	158534041	NP_001103573.1
33	8364	733935	aspa	113931330	NP_001039114.1
35	9606	538	ATP7A	532691750	NP_000043.4
35	9598	100612635	ATP7A	410056675	XP_003954073.1
35	9615	406185	ATP7A	545558589	XP_005641578.1
35	9913	541275	ATP7A	300797272	NP_001179781.1
35	10090	11977	Atp7a	157951682	NP_001103227.1
35	10116	24941	Atp7a	16258817	NP_434690.1
35	9031	101747741	ATP7A	513181220	XP_004940860.1
35	7955	564924	atp7a	111955341	NP_001036185.1
35	7227	32142	ATP7	442616039	NP_001259466.1
35	7165	1280886	AgaP_AGAP011754	158300962	XP_552490.3
35	6239	176770	cua-1	392897154	NP_001255202.1
35	4932	851862	CCC2	6320475	NP_010556.1
35	28985	2895934	KLLA0F07447g	50310791	XP_455418.1
35	4896	2540525	ccc2	19112621	NP_595829.1
35	318829	2676665	MGG_03724	389637030	XP_003716156.1
35	5141	3881409	NCU08341	85117384	XP_965244.1
35	3702	842650	HMA5	15222419	NP_176533.1
35	4530	4336625	Os04g0556000	297603146	NP_001053522.2
39	9606	594	BCKDHB	34101272	NP_898871.1
39	9598	462845	BCKDHB	114608227	XP_001147541.1
39	9615	474978	BCKDHB	545519731	XP_005627622.1
39	9913	282150	BCKDHB	27806223	NP_776932.1
39	10090	12040	Bckdhb	40353220	NP_954665.1
39	10116	29711	Bckdhb	158749538	NP_062140.1
39	9031	395375	BCKDHB	45382817	NP_989988.1
39	7955	569980	bckdhb	123707183	NP_001074122.1
39	7227	3355069	CG17691	320546220	NP_001015354.3
39	7165	1269704	AgaP_AGAP007531	58378269	XP_308350.2
39	6239	172539	tag-173	17506935	NP_492149.1
39	318829	2684666	MGG_06511	389638828	XP_003717047.1
39	5141	3873737	NCU03913	85085708	XP_957552.1
39	3702	841998	BCDH BETA1	15222731	NP_175947.1
39	3702	820547	DIN4	15231242	NP_187954.1
39	4530	4342508	Os07g0170100	115470781	NP_001058989.1
39	8364	100496384	bckdhb	512841749	XP_002936254.2
41	9606	675	BRCA2	119395734	NP_000050.2
41	9598	452526	BRCA2	114649320	XP_509619.2
41	9544	721981	BRCA2	297274238	XP_001118184.2
41	9615	474180	BRCA2	61557477	NP_001006654.2
41	9913	507069	BRCA2	297481093	XP_002691853.1
41	10090	12190	Brca2	124487411	NP_033895.2
41	10116	360254	Brca2	347800722	NP_113730.2
41	9031	374139	BRCA2	146219852	NP_989607.2
44	9606	710	SERPING1	73858568	NP_000053.2
44	9598	748148	SERPING1	332863033	XP_003318026.1
44	9544	703928	SERPING1	297267870	XP_001092271.2
44	9615	475966	SERPING1	545531456	XP_005631775.1
44	9913	281035	SERPING1	27807349	NP_777246.1
44	10090	12258	Serping1	163914390	NP_033906.2
44	10116	295703	Serping1	40018558	NP_954524.1
44	9031	423132	SERPING1	363734612	XP_003641424.1
44	7955	567801	serping1	181331984	NP_001116757.1
45	9606	717	C2	14550407	NP_000054.2
45	9598	100608992	C2	332823602	XP_003311224.1
45	9615	474853	C2	545518573	XP_860410.2
45	9913	515440	C2	77735935	NP_001029664.1
45	10090	12263	C2	157951694	NP_038512.2
45	10116	24231	C2	47575877	NP_757376.2
45	9031	419574	C2	513220989	XP_417722.4
45	7955	563828	LOC563828	528500930	XP_001921532.4
45	8364	100491079	c2	512861362	XP_002943019.2
47	9606	729	C6	169636415	NP_000056.2
47	9598	449612	C6	57113919	NP_001009015.1
47	9544	696266	C6	109077082	XP_001087355.1
47	9615	479348	C6	73953816	XP_536488.2
47	9913	507749	C6	114051692	NP_001039444.1
47	10090	12274	C6	161086891	NP_057913.2
47	10116	24237	C6	28570180	NP_788263.1
47	9031	431585	C6	221325664	NP_001138321.1
47	7955	393611	c6	41055345	NP_956932.1
47	8364	448630	c6.2	55741966	NP_001006864.1
47	8364	100485342	LOC100485342	301621664	XP_002940164.1
48	9606	732	C8B	514239916	NP_000057.2
48	9598	456887	C8B	332809111	XP_003308172.1
48	9544	716155	C8B	109005039	XP_001114456.1
48	9615	479555	C8B	73956394	XP_536694.2
48	9913	513217	C8B	194097363	NP_001039606.2
48	10090	110382	C8b	33563297	NP_598643.1
48	10116	313421	C8b	300795863	NP_001178688.1
48	9031	424669	C8B	118094715	XP_422502.2
48	7955	793127	c8b	375493492	NP_001243652.1
48	8364	100380076	c8b	301603975	XP_002931633.1
52	9606	825	CAPN3	4557405	NP_000061.1
52	9544	707913	CAPN3	109080749	XP_001103220.1
52	9615	100856545	CAPN3	545549554	XP_005638349.1
52	9913	281663	CAPN3	27806275	NP_776685.1
52	10090	12335	Capn3	157951713	NP_031627.2
52	10116	29155	Capn3	8393041	NP_058813.1
52	9031	423233	CAPN3	52138707	NP_001004405.1
52	7955	447832	capn3a	52218988	NP_001004571.1
52	8364	100497532	LOC100497532	512862211	XP_002935381.2
55	9606	917	CD3G	4557429	NP_000064.1
55	9598	451585	CD3G	114640609	XP_508790.2
55	9544	705270	CD3G	297269318	XP_001093643.2
55	9615	489383	CD3G	545497229	XP_005619768.1
55	9913	281055	CD3G	346644683	NP_001035562.2
55	10090	12502	Cd3g	6753350	NP_033980.1
55	10116	300678	Cd3g	117647204	NP_001071114.1
56	9606	959	CD40LG	4557433	NP_000065.1
56	9598	473802	CD40LG	114690355	XP_529175.2
56	9544	574160	CD40LG	74136239	NP_001028011.1
56	9615	403468	CD40LG	50950205	NP_001002981.1
56	9913	282387	CD40LG	27807127	NP_777049.1
56	10090	21947	Cd40lg	15011846	NP_035746.2
56	10116	84349	Cd40lg	16758076	NP_445805.1
56	9031	395485	CD40LG	46048909	NP_990064.1
56	8364	100489038	cd40lg	301606052	XP_002932670.1
59	9606	1134	CHRNA1	87567783	NP_001034612.1
59	9598	470583	CHRNA1	332814776	XP_003309365.1
59	9544	698578	CHRNA1	109100140	XP_001091711.1
59	9615	403757	CHRNA1	50978866	NP_001003144.1
59	9913	338070	CHRNA1	28603788	NP_788837.1
59	10090	11435	Chrna1	31542391	NP_031415.2
59	10116	79557	Chrna1	13324700	NP_077811.1
59	9031	395608	CHRNA1	45382233	NP_990147.1
59	7955	30725	chrna1	18858417	NP_571520.1
59	8364	100145177	chrna1	301610214	XP_002934647.1
60	9606	1145	CHRNE	4557463	NP_000071.1
60	9598	468165	CHRNE	410051095	XP_523556.4
60	9544	710301	CHRNE	109112878	XP_001097094.1
60	9615	479471	CHRNE	345800506	XP_536608.3
60	9913	281688	CHRNE	27806261	NP_776697.1
60	10090	11448	Chrne	6752950	NP_033733.1
60	10116	29422	Chrne	8393129	NP_058890.1
60	8364	100497712	chrne	512879044	XP_002941867.2
61	9606	1130	LYST	54292123	NP_000072.2
61	9598	457838	LYST	114573305	XP_514288.2
61	9544	718051	LOC718051	297281789	XP_002808311.1
61	9615	479195	LYST	545494653	XP_005618856.1
61	9913	281072	LYST	27806691	NP_776445.1
61	10090	17101	Lyst	111955376	NP_034878.2
61	10116	85419	Lyst	16758280	NP_445970.1
61	9031	421514	LYST	513175724	XP_419558.4
61	7955	100150726	lyst	528498900	XP_001919653.2
61	8364	779601	lyst	512842607	XP_002935877.2
62	9606	1161	ERCC8	4557467	NP_000073.1
62	9598	471534	ERCC8	332821416	XP_003310766.1
62	9615	487225	ERCC8	57043624	XP_544353.1
62	9913	518857	ERCC8	158819093	NP_001103651.1
62	10090	71991	Ercc8	110625789	NP_082318.2
62	10116	310071	Ercc8	402766086	NP_001101120.2
62	9031	427153	ERCC8	50761511	XP_424742.1
62	7955	449811	ercc8	54400470	NP_001005984.1
62	4896	2540861	ckn1	19112099	NP_595307.1
62	3702	838564	AT1G19750	22329677	NP_173405.2
62	3702	839677	ATCSA-1	79318717	NP_001031098.1
62	4530	4324761	Os01g0857900	297597989	NP_001044857.2
62	8364	549933	ercc8	62857357	NP_001017179.1
63	9606	1180	CLCN1	119433677	NP_000074.2
63	9598	472560	CLCN1	114616529	XP_527935.2
63	9544	703944	CLCN1	109068682	XP_001092282.1
63	9615	403723	CLCN1	55742778	NP_001003124.1
63	9913	514597	CLCN1	219804896	NP_001137343.1
63	10090	12723	Clcn1	29789048	NP_038519.1
63	10116	25688	Clcn1	6978663	NP_037279.1
63	9031	427949	CLCN1	513161195	XP_004938180.1
63	7955	567478	LOC567478	528503578	XP_695866.4
63	7955	795133	clcn1a	130498679	NP_001076379.1
65	9606	1188	CLCNKB	155969705	NP_000076.2
65	9598	456470	CLCNKB	410032351	XP_003949353.1
65	9544	703476	CLCNKB	297282287	XP_001091784.2
65	9615	487422	CLCNKA	73950731	XP_544547.2
65	9913	538145	CLCNKA	528941501	XP_005203433.1
65	10090	12733	Clcnka	226423869	NP_001139779.1
65	10116	79425	Clcnka	16758030	NP_445779.1
65	9031	428190	CLCNKB	513219961	XP_004947529.1
65	7955	393353	clcnk	41055239	NP_956676.1
69	9606	1278	COL1A2	48762934	NP_000080.2
69	9598	463542	COL1A2	114614542	XP_001168894.1
69	9544	700359	COL1A2	109067475	XP_001097831.1
69	9615	403824	COL1A2	50978940	NP_001003187.1
69	9913	282188	COL1A2	27806257	NP_776945.1
69	10090	12843	Col1a2	111120329	NP_031769.2
69	10116	84352	Col1a2	16758080	NP_445808.1
69	9031	396243	COL1A2	206597434	NP_001073182.2
69	7955	336471	col1a2	48762667	NP_892013.2
69	8364	780175	col1a2	118404410	NP_001072718.1
73	9606	1294	COL7A1	4502961	NP_000085.1
73	9598	101056895	COL7A1	410036905	XP_003950149.1
73	9615	403467	COL7A1	50950211	NP_001002980.1
73	9913	507133	COL7A1	529002023	XP_002697097.2
73	10090	12836	Col7a1	115647999	NP_031764.2
73	10116	301012	Col7a1	157819015	NP_001100328.1
73	9031	427584	COL7A1	513205252	XP_425157.4
73	7955	100332562	col7a1	528483188	XP_002662551.3
73	8364	100489404	col7a1	512838590	XP_002933125.2
74	9606	1311	COMP	40217843	NP_000086.2
74	9598	469068	COMP	148727262	NP_001092035.1
74	9544	720286	COMP	109124050	XP_001115565.1
74	9615	476665	COMP	73985933	XP_533869.2
74	9913	281088	COMP	262073096	NP_001159989.1
74	10090	12845	Comp	162287140	NP_057894.2
74	10116	25304	Comp	6978679	NP_036966.1
74	9031	420120	COMP	118103279	XP_418238.2
74	7955	100318854	im:7154332	528493560	XP_002663752.3
74	7227	33941	Tsp	24582294	NP_523495.2
74	7165	1269399	AgaP_AGAP002157	347967276	XP_308033.5
74	8364	100494714	comp	512849198	XP_002940251.2
75	9606	1356	CP	4557485	NP_000087.1
75	9544	712210	CP	297286670	XP_001109373.2
75	9615	442963	CP	545539301	XP_005634613.1
75	9913	514194	LOC514194	375065868	NP_001243485.1
75	10090	12870	Cp	442745912	NP_001263177.1
75	10116	24268	Cp	401461788	NP_001257890.1
75	9031	771940	CP	513200400	XP_001235149.2
75	7955	84702	cp	40538764	NP_571877.1
75	8364	100492836	cp	301615846	XP_002937375.1
76	9606	1371	CPOX	41393599	NP_000088.3
76	9598	460544	CPOX	114588132	XP_516615.2
76	9544	698849	CPOX	109032659	XP_001088605.1
76	9913	540283	CPOX	300798377	NP_001179322.1
76	10090	12892	Cpox	161484660	NP_031783.2
76	10116	304024	Cpox	79749365	NP_001032172.1
76	9031	418377	CPOX	50729640	XP_416596.1
76	7955	321294	cpox	116812896	NP_001035183.2
76	7227	44701	Coprox	17864388	NP_524777.1
76	7165	1278476	AgaP_AGAP004749	158297944	XP_318069.4
76	4932	851614	HEM13	6320249	NP_010329.1
76	28985	2895579	KLLA0F18546g	50311765	XP_455911.1
76	33169	4622994	AGOS_AGR030C	45201125	NP_986695.1
76	4896	2541934	hem13	19114062	NP_593150.1
76	318829	2674731	MGG_01061	389640491	XP_003717878.1
76	5141	3872409	NCU01546	164428005	XP_956249.2
76	3702	839489	LIN2	240254000	NP_171847.4
76	4530	4336951	Os04g0610800	115460466	NP_001053833.1
76	8364	100145617	cpox	301607055	XP_002933115.1
77	9606	1376	CPT2	4503023	NP_000089.1
77	9598	737945	CPT2	114556675	XP_001148628.1
77	9544	714150	CPT2	109004849	XP_001112489.1
77	9615	489585	CPT2	57086811	XP_546705.1
77	9913	504502	CPT2	114052655	NP_001039354.1
77	10090	12896	Cpt2	162138915	NP_034079.2
77	10116	25413	Cpt2	6978705	NP_037062.1
77	9031	424649	CPT2	478431079	NP_001026458.2
77	7955	100005717	cpt2	55925387	NP_001007448.1
77	7227	38355	CG2107	24656312	NP_647756.1
77	7165	1279874	AgaP_AGAP008907	118791254	XP_552786.2
77	6239	178025	cpt-2	115532914	NP_001040977.1
77	4932	851285	YAT1	6319337	NP_009420.1
77	28985	2892029	KLLA0C04169g	50304855	XP_452383.1
77	33169	4621291	AGOS_AER224W	45190827	NP_985081.1
77	318829	2685154	MGG_06981	389624153	XP_003709730.1
77	5141	3872670	NCU01611	85080325	XP_956522.1
77	8364	394801	cpt2	45361231	NP_989193.1
78	9606	1471	CST3	4503107	NP_000090.1
78	9598	743081	CST3	332858087	XP_001146702.2
78	9544	574313	CST3	74136407	NP_001028096.1
78	9615	607874	LOC607874	359322597	XP_003639869.1
78	9913	281102	CST3	27806675	NP_776454.1
78	10090	13010	Cst3	31981822	NP_034106.2
78	10116	25307	Cst3	54234046	NP_036969.1
78	9031	396497	CST3	319655747	NP_990831.2
78	8364	100485774	LOC100485774	301610768	XP_002934915.1
79	9606	1476	CSTB	4503117	NP_000091.1
79	9598	458593	CSTB	57114059	NP_001009095.1
79	9544	713504	CSTB	109065176	XP_001104524.1
79	9913	512805	CSTB	82697343	NP_001032538.1
79	10090	13014	Cstb	6681071	NP_031819.1
79	10116	25308	Cstb	6978715	NP_036970.1
79	9031	418267	CSTB	310772235	NP_001185577.1
79	7955	792225	zgc:56530	156739303	NP_001096599.1
79	7955	768128	zgc:153129	116267939	NP_001070742.1
79	7955	573769	si:ch211-161h7.6	68423127	XP_698401.1
80	9606	1535	CYBA	68509914	NP_000092.2
80	9598	468068	CYBA	55644441	XP_523459.1
80	9544	696748	LOC696748	109129488	XP_001089060.1
80	9615	489664	CYBA	154152131	NP_001093760.1
80	9913	281111	CYBA	27806669	NP_776459.1
80	10090	13057	Cyba	160948588	NP_031832.2
80	10116	79129	Cyba	13162359	NP_077074.1
80	7955	393551	cyba	41053802	NP_956873.1
80	8364	549234	cyba	62858187	NP_001016480.1
83	9606	1643	DDB2	4557515	NP_000098.1
83	9598	451165	DDB2	332836307	XP_001167874.2
83	9544	713813	DDB2	109106515	XP_001109935.1
83	9615	483626	DDB2	345783629	XP_540746.3
83	9913	519357	DDB2	115495241	NP_001069256.1
83	10090	107986	Ddb2	29150251	NP_082395.2
83	10116	100362121	Ddb2	405113037	NP_001258275.1
83	9031	423185	DDB2	86129510	NP_001034390.1
83	7955	100004133	ddb2	131888316	NP_001076530.1
83	3702	835990	DDB2	42568637	NP_200684.2
83	4530	4325482	Os01g0141700	115434454	NP_001041985.1
83	8364	493565	ddb2	56118492	NP_001008203.1
84	9606	1738	DLD	91199540	NP_000099.2
84	9598	463861	DLD	332868299	XP_001165051.2
84	9544	700494	DLD	297289118	XP_001095232.2
84	9615	403978	DLD	55742732	NP_001003294.1
84	9913	533910	DLD	329663954	NP_001193099.1
84	10090	13382	Dld	31982856	NP_031887.2
84	10116	298942	Dld	40786469	NP_955417.1
84	9031	417699	DLD	71897021	NP_001025898.1
84	7955	399479	dldh	41393167	NP_958914.1
84	7227	39988	CG7430	21358499	NP_649017.1
84	7165	1281003	AgaP_AGAP011629	158301129	XP_320877.4
84	6239	178387	dld-1	392901817	NP_001255810.1
84	4932	850527	LPD1	14318501	NP_116635.1
84	28985	2893576	KLLA0D11154g	50307161	XP_453559.1
84	33169	4622338	AGOS_AFR512W	302308914	NP_986059.2
84	4896	2543269	dld1	19114408	NP_593496.1
84	318829	12984418	MGG_17072	389637412	XP_003716343.1
84	5141	3875682	NCU02407	164427090	XP_959535.2
84	3702	841221	mtLPD1	15221044	NP_175237.1
84	3702	820984	mtLPD2	30684428	NP_566570.3
84	4530	4326980	Os01g0328700	115436320	NP_001042918.1
