msEntrez,Association,PMID,Source
67378,ADHD,24849935,DBD-Genes-Full-Data
12286,ADHD,25596066,DBD-Genes-Full-Data
12286,ADHD,25596066,DBD-Genes-Full-Data
12286,ADHD,25596066,DBD-Genes-Full-Data
12286,ADHD,25596066,DBD-Genes-Full-Data
100072,ADHD,24738973,DBD-Genes-Full-Data
100072,ADHD,24738973,DBD-Genes-Full-Data
245684,ADHD,25223753,DBD-Genes-Full-Data
245684,ADHD,25223753,DBD-Genes-Full-Data
245684,ADHD,22511892,DBD-Genes-Full-Data
245684,ADHD,25223753,DBD-Genes-Full-Data
12914,ADHD,25768348,DBD-Genes-Full-Data
12914,ADHD,25768348,DBD-Genes-Full-Data
14734,ADHD,26692054,DBD-Genes-Full-Data
70315,ADHD,24403048,DBD-Genes-Full-Data
70315,ADHD,24403048,DBD-Genes-Full-Data
15273,ADHD,26153216,DBD-Genes-Full-Data
15273,ADHD,26153216,DBD-Genes-Full-Data
245555,ADHD,23615299,DBD-Genes-Full-Data
16551,ADHD,24281367,DBD-Genes-Full-Data
16551,ADHD,25115524,DBD-Genes-Full-Data
28114,ADHD,26055038,DBD-Genes-Full-Data
94190,ADHD,20528889,DBD-Genes-Full-Data
279653,ADHD,25499160,DBD-Genes-Full-Data
279653,ADHD,20830798,DBD-Genes-Full-Data
279653,ADHD,22050978,DBD-Genes-Full-Data
320595,ADHD,25533962,DBD-Genes-Full-Data
54633,ADHD,16493439,DBD-Genes-Full-Data
69017,ADHD,25595153,DBD-Genes-Full-Data
69017,ADHD,24101679,DBD-Genes-Full-Data
69017,ADHD,24101679,DBD-Genes-Full-Data
20273,ADHD,16236810,DBD-Genes-Full-Data
20273,ADHD,26220391,DBD-Genes-Full-Data
20678,ADHD,22290657,DBD-Genes-Full-Data
76510,ADHD,20004764,DBD-Genes-Full-Data
233064,ADHD,24842779,DBD-Genes-Full-Data
239985,ADHD,27848944,DBD-Genes-Full-Data
14790,ADHD,27435318,DBD-Genes-Full-Data
245684,ADHD,28098945,DBD-Genes-Full-Data
76088,ADHD,19546859,DBD-Genes-Full-Data
279653,ADHD,28669061,DBD-Genes-Full-Data
11781,ADHD,29096665,DBD-Genes-Full-Data
12316,ADHD,29243349,DBD-Genes-Full-Data
12316,ADHD,29243349,DBD-Genes-Full-Data
12316,ADHD,29243349,DBD-Genes-Full-Data
97884,ADHD,29273094,DBD-Genes-Full-Data
12322,ADHD,29100089,DBD-Genes-Full-Data
11692,ADHD,28155230,DBD-Genes-Full-Data
245555,ADHD,27568816,DBD-Genes-Full-Data
107476,Autism,25217958,DBD-Genes-Full-Data
107476,Autism,23375656,DBD-Genes-Full-Data
11538,Autism,25363760,DBD-Genes-Full-Data
11538,Autism,25363760,DBD-Genes-Full-Data
11538,Autism,25533962,DBD-Genes-Full-Data
11538,Autism,25081361,DBD-Genes-Full-Data
11538,Autism,24531329,DBD-Genes-Full-Data
11538,Autism,24531329,DBD-Genes-Full-Data
11538,Autism,24531329,DBD-Genes-Full-Data
11538,Autism,24531329,DBD-Genes-Full-Data
11538,Autism,24531329,DBD-Genes-Full-Data
11538,Autism,24531329,DBD-Genes-Full-Data
11538,Autism,23160955,DBD-Genes-Full-Data
11538,Autism,23160955,DBD-Genes-Full-Data
11538,Autism,22495309,DBD-Genes-Full-Data
77087,Autism,25284784,DBD-Genes-Full-Data
77087,Autism,25533962,DBD-Genes-Full-Data
77087,Autism,25363768,DBD-Genes-Full-Data
77087,Autism,25424714,DBD-Genes-Full-Data
77087,Autism,25424714,DBD-Genes-Full-Data
77087,Autism,25424714,DBD-Genes-Full-Data
77087,Autism,25424714,DBD-Genes-Full-Data
108012,Autism,18428203,DBD-Genes-Full-Data
226548,Autism,25363760,DBD-Genes-Full-Data
226548,Autism,22495311,DBD-Genes-Full-Data
231532,Autism,23032108,DBD-Genes-Full-Data
239985,Autism,25363760,DBD-Genes-Full-Data
239985,Autism,25363760,DBD-Genes-Full-Data
239985,Autism,25533962,DBD-Genes-Full-Data
239985,Autism,25533962,DBD-Genes-Full-Data
239985,Autism,22405089,DBD-Genes-Full-Data
239985,Autism,23160955,DBD-Genes-Full-Data
239985,Autism,22495309,DBD-Genes-Full-Data
239985,Autism,22426309,DBD-Genes-Full-Data
192195,Autism,25363760,DBD-Genes-Full-Data
192195,Autism,25363760,DBD-Genes-Full-Data
192195,Autism,25284784,DBD-Genes-Full-Data
192195,Autism,25363768,DBD-Genes-Full-Data
211961,Autism,25363760,DBD-Genes-Full-Data
211961,Autism,25363760,DBD-Genes-Full-Data
211961,Autism,24044690,DBD-Genes-Full-Data
319974,Autism,23332918,DBD-Genes-Full-Data
319974,Autism,23332918,DBD-Genes-Full-Data
319974,Autism,23332918,DBD-Genes-Full-Data
319974,Autism,23332918,DBD-Genes-Full-Data
319974,Autism,25205402,DBD-Genes-Full-Data
319974,Autism,24776741,DBD-Genes-Full-Data
26362,Autism,25363760,DBD-Genes-Full-Data
26362,Autism,25363760,DBD-Genes-Full-Data
108100,Autism,21658582,DBD-Genes-Full-Data
12211,Autism,25363760,DBD-Genes-Full-Data
12211,Autism,25363760,DBD-Genes-Full-Data
93871,Autism,25363760,DBD-Genes-Full-Data
93871,Autism,25363760,DBD-Genes-Full-Data
93871,Autism,22495309,DBD-Genes-Full-Data
12294,Autism,25363760,DBD-Genes-Full-Data
12294,Autism,23375656,DBD-Genes-Full-Data
319734,Autism,21658582,DBD-Genes-Full-Data
319734,Autism,20231187,DBD-Genes-Full-Data
12311,Autism,21358714,DBD-Genes-Full-Data
12311,Autism,21358714,DBD-Genes-Full-Data
60594,Autism,25363760,DBD-Genes-Full-Data
60594,Autism,25363760,DBD-Genes-Full-Data
60594,Autism,25363760,DBD-Genes-Full-Data
60594,Autism,25363760,DBD-Genes-Full-Data
60594,Autism,25363760,DBD-Genes-Full-Data
60594,Autism,25363760,DBD-Genes-Full-Data
69225,Autism,25363760,DBD-Genes-Full-Data
69225,Autism,25363760,DBD-Genes-Full-Data
69225,Autism,25363760,DBD-Genes-Full-Data
69225,Autism,25363760,DBD-Genes-Full-Data
69225,Autism,25363760,DBD-Genes-Full-Data
69225,Autism,25363760,DBD-Genes-Full-Data
69225,Autism,25363760,DBD-Genes-Full-Data
67015,Autism,23632794,DBD-Genes-Full-Data
67015,Autism,20231187,DBD-Genes-Full-Data
232035,Autism,25363760,DBD-Genes-Full-Data
232035,Autism,25363760,DBD-Genes-Full-Data
217866,Autism,25363760,DBD-Genes-Full-Data
217866,Autism,25363760,DBD-Genes-Full-Data
217866,Autism,22495309,DBD-Genes-Full-Data
12554,Autism,20231187,DBD-Genes-Full-Data
382253,Autism,22825934,DBD-Genes-Full-Data
382253,Autism,23647072,DBD-Genes-Full-Data
67260,Autism,25363760,DBD-Genes-Full-Data
67260,Autism,25363760,DBD-Genes-Full-Data
67260,Autism,25363760,DBD-Genes-Full-Data
68058,Autism,25217958,DBD-Genes-Full-Data
244059,Autism,25363768,DBD-Genes-Full-Data
244059,Autism,25363768,DBD-Genes-Full-Data
244059,Autism,24614520,DBD-Genes-Full-Data
244059,Autism,24207121,DBD-Genes-Full-Data
320790,Autism,23160955,DBD-Genes-Full-Data
67772,Autism,24998929,DBD-Genes-Full-Data
67772,Autism,24998929,DBD-Genes-Full-Data
67772,Autism,24998929,DBD-Genes-Full-Data
67772,Autism,25363760,DBD-Genes-Full-Data
67772,Autism,25363760,DBD-Genes-Full-Data
67772,Autism,25363760,DBD-Genes-Full-Data
67772,Autism,25363768,DBD-Genes-Full-Data
67772,Autism,25326637,DBD-Genes-Full-Data
67772,Autism,25326637,DBD-Genes-Full-Data
67772,Autism,24776741,DBD-Genes-Full-Data
67772,Autism,23160955,DBD-Genes-Full-Data
67772,Autism,23160955,DBD-Genes-Full-Data
67772,Autism,23160955,DBD-Genes-Full-Data
67772,Autism,23160955,DBD-Genes-Full-Data
67772,Autism,23160955,DBD-Genes-Full-Data
67772,Autism,23160955,DBD-Genes-Full-Data
67772,Autism,23160955,DBD-Genes-Full-Data
11441,Autism,22775350,DBD-Genes-Full-Data
11441,Autism,22775350,DBD-Genes-Full-Data
11441,Autism,22775350,DBD-Genes-Full-Data
11441,Autism,22775350,DBD-Genes-Full-Data
269784,Autism,21358714,DBD-Genes-Full-Data
269784,Autism,18349135,DBD-Genes-Full-Data
53870,Autism,21358714,DBD-Genes-Full-Data
53870,Autism,21358714,DBD-Genes-Full-Data
53870,Autism,25606055,DBD-Genes-Full-Data
53870,Autism,20531469,DBD-Genes-Full-Data
66797,Autism,23375656,DBD-Genes-Full-Data
12808,Autism,22543975,DBD-Genes-Full-Data
229663,Autism,25363760,DBD-Genes-Full-Data
229663,Autism,22495306,DBD-Genes-Full-Data
94109,Autism,23375656,DBD-Genes-Full-Data
94109,Autism,21658582,DBD-Genes-Full-Data
94109,Autism,21658582,DBD-Genes-Full-Data
94109,Autism,21448237,DBD-Genes-Full-Data
83410,Autism,25363760,DBD-Genes-Full-Data
83410,Autism,25363760,DBD-Genes-Full-Data
83410,Autism,25363760,DBD-Genes-Full-Data
83410,Autism,25363760,DBD-Genes-Full-Data
83410,Autism,22542183,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,23375656,DBD-Genes-Full-Data
216033,Autism,25363768,DBD-Genes-Full-Data
216033,Autism,21658582,DBD-Genes-Full-Data
216033,Autism,21658582,DBD-Genes-Full-Data
216033,Autism,21658582,DBD-Genes-Full-Data
216033,Autism,21658582,DBD-Genes-Full-Data
216033,Autism,21658582,DBD-Genes-Full-Data
216033,Autism,23632794,DBD-Genes-Full-Data
216033,Autism,20531469,DBD-Genes-Full-Data
216033,Autism,20531469,DBD-Genes-Full-Data
216033,Autism,20531469,DBD-Genes-Full-Data
216033,Autism,20531469,DBD-Genes-Full-Data
12387,Autism,25326669,DBD-Genes-Full-Data
30785,Autism,25363760,DBD-Genes-Full-Data
30785,Autism,25363760,DBD-Genes-Full-Data
30785,Autism,25363760,DBD-Genes-Full-Data
30785,Autism,25363760,DBD-Genes-Full-Data
30785,Autism,25363760,DBD-Genes-Full-Data
30785,Autism,25363760,DBD-Genes-Full-Data
30785,Autism,22542183,DBD-Genes-Full-Data
26554,Autism,25363760,DBD-Genes-Full-Data
26554,Autism,25363760,DBD-Genes-Full-Data
26554,Autism,22914163,DBD-Genes-Full-Data
26554,Autism,22495309,DBD-Genes-Full-Data
20430,Autism,25217958,DBD-Genes-Full-Data
13205,Autism,25363768,DBD-Genes-Full-Data
13205,Autism,23020937,DBD-Genes-Full-Data
64451,Autism,25217958,DBD-Genes-Full-Data
64451,Autism,22542183,DBD-Genes-Full-Data
64451,Autism,25363768,DBD-Genes-Full-Data
244667,Autism,24126926,DBD-Genes-Full-Data
13405,Autism,25170348,DBD-Genes-Full-Data
13405,Autism,24126926,DBD-Genes-Full-Data
13405,Autism,25326637,DBD-Genes-Full-Data
13405,Autism,24768552,DBD-Genes-Full-Data
13405,Autism,25621899,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25363760,DBD-Genes-Full-Data
56087,Autism,25621899,DBD-Genes-Full-Data
103967,Autism,25217958,DBD-Genes-Full-Data
75221,Autism,25363760,DBD-Genes-Full-Data
75221,Autism,25363760,DBD-Genes-Full-Data
13483,Autism,22102821,DBD-Genes-Full-Data
13483,Autism,18252227,DBD-Genes-Full-Data
13483,Autism,20531469,DBD-Genes-Full-Data
13483,Autism,20531469,DBD-Genes-Full-Data
99586,Autism,21114665,DBD-Genes-Full-Data
99586,Autism,23275889,DBD-Genes-Full-Data
99586,Autism,24038936,DBD-Genes-Full-Data
13508,Autism,25363760,DBD-Genes-Full-Data
13508,Autism,25363768,DBD-Genes-Full-Data
13508,Autism,25363768,DBD-Genes-Full-Data
13548,Autism,25217958,DBD-Genes-Full-Data
13548,Autism,25363760,DBD-Genes-Full-Data
13548,Autism,25533962,DBD-Genes-Full-Data
13548,Autism,23160955,DBD-Genes-Full-Data
13548,Autism,23160955,DBD-Genes-Full-Data
13548,Autism,23160955,DBD-Genes-Full-Data
13548,Autism,22495309,DBD-Genes-Full-Data
13548,Autism,25156961,DBD-Genes-Full-Data
13548,Autism,24088041,DBD-Genes-Full-Data
245527,Autism,20231187,DBD-Genes-Full-Data
20624,Autism,22581936,DBD-Genes-Full-Data
15569,Autism,25363768,DBD-Genes-Full-Data
75560,Autism,25363760,DBD-Genes-Full-Data
75560,Autism,25363760,DBD-Genes-Full-Data
75560,Autism,25363760,DBD-Genes-Full-Data
75560,Autism,25363760,DBD-Genes-Full-Data
13869,Autism,23375656,DBD-Genes-Full-Data
677296,Autism,25363760,DBD-Genes-Full-Data
677296,Autism,25363760,DBD-Genes-Full-Data
677296,Autism,25363760,DBD-Genes-Full-Data
677296,Autism,25363760,DBD-Genes-Full-Data
677296,Autism,25363760,DBD-Genes-Full-Data
677296,Autism,25363760,DBD-Genes-Full-Data
677296,Autism,25363760,DBD-Genes-Full-Data
677296,Autism,22495306,DBD-Genes-Full-Data
14198,Autism,23375656,DBD-Genes-Full-Data
14198,Autism,23375656,DBD-Genes-Full-Data
14198,Autism,17363630,DBD-Genes-Full-Data
14402,Autism,25363760,DBD-Genes-Full-Data
14402,Autism,25363760,DBD-Genes-Full-Data
14402,Autism,25363760,DBD-Genes-Full-Data
233733,Autism,25363760,DBD-Genes-Full-Data
233733,Autism,22542183,DBD-Genes-Full-Data
217039,Autism,25363760,DBD-Genes-Full-Data
217039,Autism,25363760,DBD-Genes-Full-Data
14623,Autism,20231187,DBD-Genes-Full-Data
14623,Autism,25621899,DBD-Genes-Full-Data
14812,Autism,25217958,DBD-Genes-Full-Data
14812,Autism,25217958,DBD-Genes-Full-Data
14812,Autism,25363760,DBD-Genes-Full-Data
14812,Autism,25363760,DBD-Genes-Full-Data
14812,Autism,24126926,DBD-Genes-Full-Data
14812,Autism,23160955,DBD-Genes-Full-Data
14812,Autism,23160955,DBD-Genes-Full-Data
14812,Autism,22495309,DBD-Genes-Full-Data
74053,Autism,24126926,DBD-Genes-Full-Data
74548,Autism,25363760,DBD-Genes-Full-Data
74548,Autism,25363760,DBD-Genes-Full-Data
74548,Autism,25363760,DBD-Genes-Full-Data
74548,Autism,25363760,DBD-Genes-Full-Data
74548,Autism,25363760,DBD-Genes-Full-Data
16656,Autism,25284784,DBD-Genes-Full-Data
331461,Autism,20797689,DBD-Genes-Full-Data
331461,Autism,20848651,DBD-Genes-Full-Data
331461,Autism,21484992,DBD-Genes-Full-Data
331461,Autism,21484992,DBD-Genes-Full-Data
331461,Autism,18801879,DBD-Genes-Full-Data
331461,Autism,18801879,DBD-Genes-Full-Data
331461,Autism,21933724,DBD-Genes-Full-Data
93757,Autism,21358714,DBD-Genes-Full-Data
93757,Autism,23375656,DBD-Genes-Full-Data
93757,Autism,23375656,DBD-Genes-Full-Data
93757,Autism,23375656,DBD-Genes-Full-Data
93757,Autism,20531469,DBD-Genes-Full-Data
93757,Autism,20531469,DBD-Genes-Full-Data
93757,Autism,24768552,DBD-Genes-Full-Data
93757,Autism,23765050,DBD-Genes-Full-Data
12695,Autism,24126926,DBD-Genes-Full-Data
544963,Autism,25363760,DBD-Genes-Full-Data
544963,Autism,25363760,DBD-Genes-Full-Data
544963,Autism,25363760,DBD-Genes-Full-Data
544963,Autism,25363760,DBD-Genes-Full-Data
544963,Autism,25363760,DBD-Genes-Full-Data
16443,Autism,25621899,DBD-Genes-Full-Data
76901,Autism,25363760,DBD-Genes-Full-Data
76901,Autism,25363760,DBD-Genes-Full-Data
16480,Autism,25363760,DBD-Genes-Full-Data
16480,Autism,25363760,DBD-Genes-Full-Data
107351,Autism,21358714,DBD-Genes-Full-Data
107351,Autism,20531469,DBD-Genes-Full-Data
107351,Autism,23454270,DBD-Genes-Full-Data
76719,Autism,25217958,DBD-Genes-Full-Data
76719,Autism,25217958,DBD-Genes-Full-Data
71206,Autism,25363760,DBD-Genes-Full-Data
71206,Autism,25363760,DBD-Genes-Full-Data
71206,Autism,25363760,DBD-Genes-Full-Data
71206,Autism,25363760,DBD-Genes-Full-Data
71206,Autism,22495309,DBD-Genes-Full-Data
71206,Autism,22495306,DBD-Genes-Full-Data
71206,Autism,25621899,DBD-Genes-Full-Data
16536,Autism,25284784,DBD-Genes-Full-Data
16536,Autism,23849776,DBD-Genes-Full-Data
104263,Autism,25363760,DBD-Genes-Full-Data
104263,Autism,25363760,DBD-Genes-Full-Data
104263,Autism,25363760,DBD-Genes-Full-Data
75605,Autism,25363760,DBD-Genes-Full-Data
75605,Autism,25363760,DBD-Genes-Full-Data
75605,Autism,25363760,DBD-Genes-Full-Data
75605,Autism,25363760,DBD-Genes-Full-Data
75605,Autism,25363760,DBD-Genes-Full-Data
75605,Autism,25363768,DBD-Genes-Full-Data
75605,Autism,25363768,DBD-Genes-Full-Data
20591,Autism,25167861,DBD-Genes-Full-Data
22289,Autism,24527667,DBD-Genes-Full-Data
216850,Autism,22542183,DBD-Genes-Full-Data
216850,Autism,25363768,DBD-Genes-Full-Data
72503,Autism,25363760,DBD-Genes-Full-Data
72503,Autism,25363760,DBD-Genes-Full-Data
72503,Autism,25363760,DBD-Genes-Full-Data
72503,Autism,25363760,DBD-Genes-Full-Data
72503,Autism,25363760,DBD-Genes-Full-Data
214162,Autism,25363760,DBD-Genes-Full-Data
214162,Autism,25533962,DBD-Genes-Full-Data
214162,Autism,25363768,DBD-Genes-Full-Data
231051,Autism,23375656,DBD-Genes-Full-Data
231051,Autism,22495309,DBD-Genes-Full-Data
16672,Autism,25363760,DBD-Genes-Full-Data
16672,Autism,25363760,DBD-Genes-Full-Data
16728,Autism,25284784,DBD-Genes-Full-Data
23928,Autism,23160955,DBD-Genes-Full-Data
23928,Autism,23160955,DBD-Genes-Full-Data
23928,Autism,23160955,DBD-Genes-Full-Data
23928,Autism,23160955,DBD-Genes-Full-Data
235497,Autism,25363760,DBD-Genes-Full-Data
235497,Autism,25363760,DBD-Genes-Full-Data
242384,Autism,21358714,DBD-Genes-Full-Data
242384,Autism,25170348,DBD-Genes-Full-Data
80877,Autism,21358714,DBD-Genes-Full-Data
80877,Autism,23375656,DBD-Genes-Full-Data
14725,Autism,22542183,DBD-Genes-Full-Data
72899,Autism,23375656,DBD-Genes-Full-Data
72899,Autism,25950944,DBD-Genes-Full-Data
72899,Autism,20531469,DBD-Genes-Full-Data
27385,Autism,24076603,DBD-Genes-Full-Data
27385,Autism,24076603,DBD-Genes-Full-Data
27385,Autism,24076603,DBD-Genes-Full-Data
27385,Autism,24076603,DBD-Genes-Full-Data
27385,Autism,25473036,DBD-Genes-Full-Data
109241,Autism,23375656,DBD-Genes-Full-Data
109241,Autism,23160955,DBD-Genes-Full-Data
109241,Autism,22495309,DBD-Genes-Full-Data
328949,Autism,23375656,DBD-Genes-Full-Data
244329,Autism,23375656,DBD-Genes-Full-Data
244329,Autism,23375656,DBD-Genes-Full-Data
244329,Autism,20531469,DBD-Genes-Full-Data
17257,Autism,12770674,DBD-Genes-Full-Data
17257,Autism,12770674,DBD-Genes-Full-Data
17257,Autism,23352163,DBD-Genes-Full-Data
76199,Autism,25969726,DBD-Genes-Full-Data
76199,Autism,25533962,DBD-Genes-Full-Data
76199,Autism,22542183,DBD-Genes-Full-Data
76199,Autism,25363768,DBD-Genes-Full-Data
17260,Autism,20412115,DBD-Genes-Full-Data
17260,Autism,24949445,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25363760,DBD-Genes-Full-Data
225164,Autism,25621899,DBD-Genes-Full-Data
17454,Autism,25363768,DBD-Genes-Full-Data
268783,Autism,25363760,DBD-Genes-Full-Data
268783,Autism,25363760,DBD-Genes-Full-Data
77579,Autism,25363760,DBD-Genes-Full-Data
77579,Autism,25284784,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17926,Autism,25363760,DBD-Genes-Full-Data
17933,Autism,25232846,DBD-Genes-Full-Data
17933,Autism,25232846,DBD-Genes-Full-Data
17933,Autism,25363760,DBD-Genes-Full-Data
74838,Autism,25363760,DBD-Genes-Full-Data
74838,Autism,25363760,DBD-Genes-Full-Data
26422,Autism,25363768,DBD-Genes-Full-Data
50884,Autism,22542183,DBD-Genes-Full-Data
50884,Autism,25363768,DBD-Genes-Full-Data
18003,Autism,25363768,DBD-Genes-Full-Data
18027,Autism,22542183,DBD-Genes-Full-Data
18027,Autism,24462883,DBD-Genes-Full-Data
110784,Autism,25363760,DBD-Genes-Full-Data
110784,Autism,25363768,DBD-Genes-Full-Data
18183,Autism,25217958,DBD-Genes-Full-Data
18189,Autism,23533028,DBD-Genes-Full-Data
18189,Autism,23533028,DBD-Genes-Full-Data
18189,Autism,23533028,DBD-Genes-Full-Data
